id,name,brand_id,year,fuel,price
22692,BRUTALE  1000 RR (2020),84,2020,2,7631
22693,BRUTALE  1000 RR Serie Oro (2020),84,2020,2,5341
22694,BRUTALE  800 RR (modelo actual),84,2020,2,6751
22695,BRUTALE  800 RR SCS (modelo actual),84,2020,2,5706
22696,Brutale 1000 Serie Oro   (modelo actual),84,2020,2,9656
22697,Brutale 800 RC   (modelo actual),84,2020,2,8882
22698,DRAGSTER  800  RC (modelo actual),84,2020,2,7418
22699,Dragster  800 RR SCS (modelo actual),84,2020,2,9151
22700,F3 675   (2018-2021),84,2020,2,6335
22701,F3 800  RC (modelo actual),84,2020,2,3077
22702,Rush 1000   (modelo actual),84,2020,2,8427
22703,Superveloce 800   (2020),84,2020,2,2765
22704,Superveloce 800  Serie Oro (modelo actual),84,2020,2,7736
22705,Turismo Veloce 800  Lusso (modelo actual),84,2020,2,6372
22794,T-Rex 110   (modelo actual),86,2002,2,2148
22706,Turismo Veloce 800  Lusso SCS (modelo actual),84,2020,2,2788
22707,Turismo Veloce 800  RC SCS (modelo actual),84,2020,2,5389
22708,Turismo Veloce 800  Serie Oro (2020),84,2020,2,4004
22709,BRUTALE  1000 RR (modelo actual),84,2021,2,6416
22710,BRUTALE  800 RR (modelo actual),84,2021,2,3942
22711,BRUTALE  800 RR SCS (modelo actual),84,2021,2,2585
22712,Brutale 1000 Serie Oro   (modelo actual),84,2021,2,3928
22713,Brutale 800 RC   (modelo actual),84,2021,2,2109
22714,DRAGSTER  800  RC (modelo actual),84,2021,2,10279
22715,Dragster  800 RR SCS (modelo actual),84,2021,2,3682
22716,F3 675   (2018-2021),84,2021,2,8044
22717,F3 800  RC (modelo actual),84,2021,2,3619
22718,Rush 1000   (modelo actual),84,2021,2,8233
22719,Superveloce   (modelo actual),84,2021,2,6926
22720,Superveloce 800   (modelo actual),84,2021,2,2444
22721,Superveloce 800  Alpine (modelo actual),84,2021,2,2135
22722,Superveloce 800  Serie Oro (modelo actual),84,2021,2,3607
22723,Superveloce S   (modelo actual),84,2021,2,8551
22724,Turismo Veloce 800  Lusso (modelo actual),84,2021,2,5536
22725,Turismo Veloce 800  Lusso SCS (modelo actual),84,2021,2,3314
22726,Turismo Veloce 800  RC SCS (modelo actual),84,2021,2,7960
22727,Big Max 50   (modelo actual),86,1997,2,9897
22728,Big Max 90   (modelo actual),86,1997,2,4095
22729,Galaxy 90   (1997-2008),86,1997,2,4027
22730,Hot 50-12   (modelo actual),86,1997,2,4186
22731,Mega 50   (1997-2008),86,1997,2,2589
22732,Tornado 50-10   (modelo actual),86,1997,2,10334
22733,Big Max 50   (modelo actual),86,1998,2,8631
22734,Big Max 90   (modelo actual),86,1998,2,10205
22735,Comet 49   (modelo actual),86,1998,2,6664
22736,Galaxy 90   (1997-2008),86,1998,2,3808
22737,Hot 50-12   (modelo actual),86,1998,2,4883
22738,Mega 50   (1997-2008),86,1998,2,2741
22739,PMX 50   (modelo actual),86,1998,2,7840
22740,Tornado 50-10   (modelo actual),86,1998,2,3776
22741,T-Rex 125   (modelo actual),86,1998,2,2402
22742,Big Max 50   (modelo actual),86,1999,2,10857
22743,Big Max 90   (modelo actual),86,1999,2,1511
22744,Comet 49   (modelo actual),86,1999,2,2057
22745,Galaxy 90   (1997-2008),86,1999,2,2251
22746,Hot 50-12   (modelo actual),86,1999,2,4927
22747,Mega 50   (1997-2008),86,1999,2,10255
22748,PMS 110   (modelo actual),86,1999,2,1652
22749,PMS 50   (modelo actual),86,1999,2,4579
22750,PMX 50   (modelo actual),86,1999,2,5064
22751,Tornado 50-10   (modelo actual),86,1999,2,9736
22752,T-Rex 110   (modelo actual),86,1999,2,6939
22753,T-Rex 125   (modelo actual),86,1999,2,10934
22754,T-Rex 50   (modelo actual),86,1999,2,2705
22755,Big Max 50   (modelo actual),86,2000,2,6194
22756,Big Max 90   (modelo actual),86,2000,2,8928
22757,Comet 49   (modelo actual),86,2000,2,10901
22758,Galaxy 90   (1997-2008),86,2000,2,8657
22759,Hot 50-12   (modelo actual),86,2000,2,9822
22760,Mega 50   (1997-2008),86,2000,2,9328
22761,PMS 110   (modelo actual),86,2000,2,10318
22762,PMS 50   (modelo actual),86,2000,2,7368
22763,PMX 50   (modelo actual),86,2000,2,9665
22764,Rodoshow 49   (modelo actual),86,2000,2,4289
22765,Tornado 50-10   (modelo actual),86,2000,2,1787
22766,T-Rex 110   (modelo actual),86,2000,2,9690
22767,T-Rex 125   (modelo actual),86,2000,2,9294
22768,T-Rex 50   (modelo actual),86,2000,2,6336
22769,Big Max 50   (modelo actual),86,2001,2,8903
22770,Big Max 90   (modelo actual),86,2001,2,10185
22771,Comet 49   (modelo actual),86,2001,2,1996
22772,Galaxy 90   (1997-2008),86,2001,2,8334
22773,Hot 50-12   (modelo actual),86,2001,2,6394
22774,Mega 50   (1997-2008),86,2001,2,3445
22775,PMS 110   (modelo actual),86,2001,2,3502
22776,PMS 50   (modelo actual),86,2001,2,5008
22777,PMX 50   (modelo actual),86,2001,2,10526
22778,Rodoshow 49   (modelo actual),86,2001,2,2500
22779,Tornado 50-10   (modelo actual),86,2001,2,8232
22780,T-Rex 110   (modelo actual),86,2001,2,7842
22781,T-Rex 125   (modelo actual),86,2001,2,7840
22782,T-Rex 50   (modelo actual),86,2001,2,3709
22783,Big Max 50   (modelo actual),86,2002,2,8857
22784,Big Max 90   (modelo actual),86,2002,2,5414
22785,Comet 49   (modelo actual),86,2002,2,5886
22786,Galaxy 90   (1997-2008),86,2002,2,10395
22787,Hot 50-12   (modelo actual),86,2002,2,5858
22788,Mega 50   (1997-2008),86,2002,2,2749
22789,PMS 110   (modelo actual),86,2002,2,3631
22790,PMS 50   (modelo actual),86,2002,2,3573
22791,PMX 50   (modelo actual),86,2002,2,1736
22792,Rodoshow 49   (modelo actual),86,2002,2,2476
22793,Tornado 50-10   (modelo actual),86,2002,2,5887
22795,T-Rex 125   (modelo actual),86,2002,2,6923
22796,T-Rex 50   (modelo actual),86,2002,2,2512
22797,Big Max 50   (modelo actual),86,2003,2,4488
22798,Big Max 90   (modelo actual),86,2003,2,5163
22799,Comet 49   (modelo actual),86,2003,2,1902
22800,Galaxy 90   (1997-2008),86,2003,2,2074
22801,Hot 50-12   (modelo actual),86,2003,2,7525
22802,Mega 50   (1997-2008),86,2003,2,3668
22803,PMS 110   (modelo actual),86,2003,2,10267
22804,PMS 50   (modelo actual),86,2003,2,10750
22805,PMX 50   (modelo actual),86,2003,2,7905
22806,Rodoshow 49   (modelo actual),86,2003,2,2877
22807,Tornado 50-10   (modelo actual),86,2003,2,4310
22808,T-Rex 110   (modelo actual),86,2003,2,4633
22809,T-Rex 125   (modelo actual),86,2003,2,9054
22810,T-Rex 50   (modelo actual),86,2003,2,2961
22811,Big Max 50   (modelo actual),86,2004,2,9391
22812,Big Max 90   (modelo actual),86,2004,2,8545
22813,Comet 49   (modelo actual),86,2004,2,3518
22814,Galaxy 90   (1997-2008),86,2004,2,6088
22815,G-Max 125   (modelo actual),86,2004,2,9143
22816,G-Max 250   (2004-2009),86,2004,2,1536
22817,G-Max 50   (modelo actual),86,2004,2,8968
22818,Hot 50   (modelo actual),86,2004,2,3835
22819,Hot 50-12   (modelo actual),86,2004,2,10969
22820,Ligero 125   (modelo actual),86,2004,2,9982
22821,Mega 50   (1997-2008),86,2004,2,7613
22822,PMS 110   (modelo actual),86,2004,2,7659
22823,PMS 50   (modelo actual),86,2004,2,3305
22824,PMX 50   (modelo actual),86,2004,2,9366
22825,Rodoshow 49   (modelo actual),86,2004,2,7426
22826,Tornado 50-10   (modelo actual),86,2004,2,4151
22827,T-Rex 110   (modelo actual),86,2004,2,9684
22828,T-Rex 125   (modelo actual),86,2004,2,9944
22829,T-Rex 50   (modelo actual),86,2004,2,2891
22830,Big Max 50   (modelo actual),86,2005,2,4194
22831,Big Max 90   (modelo actual),86,2005,2,3405
22832,Comet 49   (modelo actual),86,2005,2,5572
22833,Galaxy 90   (1997-2008),86,2005,2,8654
22834,G-Max 125   (modelo actual),86,2005,2,4793
22835,G-Max 250   (2004-2009),86,2005,2,10378
22836,G-Max 50   (modelo actual),86,2005,2,4858
22837,Hot 50   (modelo actual),86,2005,2,9023
22838,Hot 50-12   (modelo actual),86,2005,2,2091
22839,Ligero 125   (modelo actual),86,2005,2,2486
22840,Mega 50   (1997-2008),86,2005,2,10794
22841,PMS 110   (modelo actual),86,2005,2,3050
22842,PMS 50   (modelo actual),86,2005,2,5848
22843,PMX 50   (modelo actual),86,2005,2,4018
22844,Rodoshow 49   (modelo actual),86,2005,2,7007
22845,Tornado 50-10   (modelo actual),86,2005,2,8850
22846,T-Rex 110   (modelo actual),86,2005,2,8235
22847,T-Rex 125   (modelo actual),86,2005,2,10412
22848,T-Rex 50   (modelo actual),86,2005,2,5631
22849,Big Max 50   (modelo actual),86,2006,2,2197
22850,Big Max 90   (modelo actual),86,2006,2,9579
22851,Comet 49   (modelo actual),86,2006,2,2160
22852,Galaxy 90   (1997-2008),86,2006,2,4149
22853,G-Max 125   (modelo actual),86,2006,2,4616
22854,G-Max 250   (2004-2009),86,2006,2,1534
22855,G-Max 50   (modelo actual),86,2006,2,10901
22856,Hot 50   (modelo actual),86,2006,2,10746
22857,Hot 50-12   (modelo actual),86,2006,2,9788
22858,Ligero 125   (modelo actual),86,2006,2,2803
22859,Mega 50   (1997-2008),86,2006,2,7920
22860,PMS 110   (modelo actual),86,2006,2,5573
22861,PMS 50   (modelo actual),86,2006,2,7060
22862,PMX 50   (modelo actual),86,2006,2,1504
22863,Rodoshow 49   (modelo actual),86,2006,2,1660
22864,T- R3   (modelo actual),86,2006,2,9738
22865,Tornado 50-10   (modelo actual),86,2006,2,1546
22866,T-Rex 110   (modelo actual),86,2006,2,9603
22867,T-Rex 125   (modelo actual),86,2006,2,4995
22868,T-Rex 50   (modelo actual),86,2006,2,7836
22869,Big Max 50   (modelo actual),86,2007,2,6263
22870,Big Max 90   (modelo actual),86,2007,2,3672
22871,Comet 49   (modelo actual),86,2007,2,8044
22872,Galaxy 90   (1997-2008),86,2007,2,9762
22873,G-Max 125   (modelo actual),86,2007,2,6597
22874,G-Max 250   (2004-2009),86,2007,2,9540
22875,G-Max 50   (modelo actual),86,2007,2,5463
22876,Hot 50   (modelo actual),86,2007,2,10268
22877,Hot 50-12   (modelo actual),86,2007,2,5735
22878,Ligero 125   (modelo actual),86,2007,2,2299
22879,Mega 50   (1997-2008),86,2007,2,5430
22880,PMS 110   (modelo actual),86,2007,2,2404
22881,PMS 50   (modelo actual),86,2007,2,3442
22882,PMX 50   (modelo actual),86,2007,2,3588
22883,Rodoshow 49   (modelo actual),86,2007,2,6931
22884,T- R3   (modelo actual),86,2007,2,9915
22885,Tornado 50-10   (modelo actual),86,2007,2,10868
22886,T-Rex 110   (modelo actual),86,2007,2,10724
22887,T-Rex 125   (modelo actual),86,2007,2,3825
22888,T-Rex 50   (modelo actual),86,2007,2,6321
22889,Big Max 50   (modelo actual),86,2008,2,9643
22890,Big Max 90   (modelo actual),86,2008,2,3443
22891,Comet 49   (modelo actual),86,2008,2,6679
22892,Galaxy 90   (1997-2008),86,2008,2,5904
22893,G-Max 125   (modelo actual),86,2008,2,10051
22894,G-Max 250   (2004-2009),86,2008,2,1540
22895,G-Max 50   (modelo actual),86,2008,2,9362
22896,Hot 50   (modelo actual),86,2008,2,5175
22897,Hot 50-12   (modelo actual),86,2008,2,4596
22898,Ligero 125   (modelo actual),86,2008,2,5651
22899,Mega 50   (1997-2008),86,2008,2,7092
22900,PMS 110   (modelo actual),86,2008,2,7269
22901,PMS 50   (modelo actual),86,2008,2,5990
22902,PMX 50   (modelo actual),86,2008,2,3872
22903,Rodoshow 49   (modelo actual),86,2008,2,5453
22904,T- R3   (modelo actual),86,2008,2,6834
22905,Tornado 50-10   (modelo actual),86,2008,2,10363
22906,T-Rex 110   (modelo actual),86,2008,2,7145
22907,T-Rex 125   (modelo actual),86,2008,2,2105
22908,T-Rex 50   (modelo actual),86,2008,2,8557
22909,Big Max 50   (modelo actual),86,2009,2,8058
22910,Big Max 90   (modelo actual),86,2009,2,6633
22911,Comet 49   (modelo actual),86,2009,2,9407
22912,G-Max 125   (modelo actual),86,2009,2,8818
22913,G-Max 250   (2004-2009),86,2009,2,1866
22914,G-Max 50   (modelo actual),86,2009,2,3796
22915,Hot 50   (modelo actual),86,2009,2,1893
22916,Hot 50-12   (modelo actual),86,2009,2,7053
22917,Ligero 125   (modelo actual),86,2009,2,1804
22918,PMS 110   (modelo actual),86,2009,2,9916
22919,PMS 50   (modelo actual),86,2009,2,9742
22920,PMX 50   (modelo actual),86,2009,2,3869
22921,Rodoshow 49   (modelo actual),86,2009,2,3929
22922,T- R3   (modelo actual),86,2009,2,1928
22923,Tornado 50-10   (modelo actual),86,2009,2,4790
22924,T-Rex 110   (modelo actual),86,2009,2,4225
22925,T-Rex 125   (modelo actual),86,2009,2,3147
22926,T-Rex 50   (modelo actual),86,2009,2,5016
22927,Big Max 50   (modelo actual),86,2010,2,1820
22928,Big Max 90   (modelo actual),86,2010,2,6521
22929,Comet 49   (modelo actual),86,2010,2,3607
22930,G-Max 125   (modelo actual),86,2010,2,3508
22931,G-Max 50   (modelo actual),86,2010,2,2778
22932,Hot 50   (modelo actual),86,2010,2,8451
22933,Hot 50-12   (modelo actual),86,2010,2,2185
22934,Ligero 125   (modelo actual),86,2010,2,3548
22935,PMS 110   (modelo actual),86,2010,2,8686
22936,PMS 50   (modelo actual),86,2010,2,5885
22937,PMX 50   (modelo actual),86,2010,2,2486
22938,Rodoshow 49   (modelo actual),86,2010,2,2767
22939,T- R3   (modelo actual),86,2010,2,1989
22940,Tornado 50-10   (modelo actual),86,2010,2,3859
22941,T-Rex 110   (modelo actual),86,2010,2,7021
22942,T-Rex 125   (modelo actual),86,2010,2,5224
22943,T-Rex 50   (modelo actual),86,2010,2,2252
22944,Big Max 50   (modelo actual),86,2011,2,8345
22945,Big Max 90   (modelo actual),86,2011,2,4719
22946,Comet 49   (modelo actual),86,2011,2,8489
22947,G-Max 125   (modelo actual),86,2011,2,3875
22948,G-Max 50   (modelo actual),86,2011,2,3511
22949,Hot 50   (modelo actual),86,2011,2,10524
22950,Hot 50-12   (modelo actual),86,2011,2,8505
22951,Ligero 125   (modelo actual),86,2011,2,8049
22952,PMS 110   (modelo actual),86,2011,2,4682
22953,PMS 50   (modelo actual),86,2011,2,5866
22954,PMX 50   (modelo actual),86,2011,2,10485
22955,Rodoshow 49   (modelo actual),86,2011,2,2106
22956,T- R3   (modelo actual),86,2011,2,8906
22957,Tornado 50-10   (modelo actual),86,2011,2,4488
22958,T-Rex 110   (modelo actual),86,2011,2,2172
22959,T-Rex 125   (modelo actual),86,2011,2,7373
22960,T-Rex 50   (modelo actual),86,2011,2,5060
22961,Big Max 50   (modelo actual),86,2012,2,3808
22962,Big Max 90   (modelo actual),86,2012,2,1947
22963,Comet 49   (modelo actual),86,2012,2,10355
22964,G-Max 125   (modelo actual),86,2012,2,6159
22965,G-Max 50   (modelo actual),86,2012,2,6789
22966,Hot 50   (modelo actual),86,2012,2,3247
22967,Hot 50-12   (modelo actual),86,2012,2,4095
22968,Ligero 125   (modelo actual),86,2012,2,6628
22969,Ligero 50   (modelo actual),86,2012,2,9394
22970,PMS 110   (modelo actual),86,2012,2,5384
22971,PMS 50   (modelo actual),86,2012,2,3865
22972,PMX 50   (modelo actual),86,2012,2,6902
22973,Rodoshow 49   (modelo actual),86,2012,2,8260
22974,T- R3   (modelo actual),86,2012,2,10222
22975,Tornado 50-10   (modelo actual),86,2012,2,6825
22976,T-Rex 110   (modelo actual),86,2012,2,3863
22977,T-Rex 125   (modelo actual),86,2012,2,10257
22978,T-Rex 50   (modelo actual),86,2012,2,3747
22979,Big Max 50   (modelo actual),86,2013,2,3120
22980,Big Max 90   (modelo actual),86,2013,2,6842
22981,Comet 49   (modelo actual),86,2013,2,5719
22982,G-Max 125   (modelo actual),86,2013,2,8661
22983,G-Max 50   (modelo actual),86,2013,2,8433
22984,Hot 50   (modelo actual),86,2013,2,9080
22985,Hot 50-12   (modelo actual),86,2013,2,7259
22986,Ligero 125   (modelo actual),86,2013,2,6571
22987,Ligero 50   (modelo actual),86,2013,2,2033
22988,PMS 110   (modelo actual),86,2013,2,5013
22989,PMS 50   (modelo actual),86,2013,2,10848
22990,PMX 50   (modelo actual),86,2013,2,6003
22991,Rodoshow 49   (modelo actual),86,2013,2,3678
22992,T- R3   (modelo actual),86,2013,2,4343
22993,Tornado 50-10   (modelo actual),86,2013,2,10353
22994,T-Rex 110   (modelo actual),86,2013,2,5576
22995,T-Rex 125   (modelo actual),86,2013,2,2855
22996,T-Rex 50   (modelo actual),86,2013,2,9168
22997,Big Max 50   (modelo actual),86,2014,2,4387
22998,Big Max 90   (modelo actual),86,2014,2,6196
22999,Comet 49   (modelo actual),86,2014,2,4353
23000,G-Max 125   (modelo actual),86,2014,2,5330
23001,G-Max 50   (modelo actual),86,2014,2,9291
23002,Hot 50   (modelo actual),86,2014,2,5113
23003,Hot 50-12   (modelo actual),86,2014,2,3898
23004,Ligero 125   (modelo actual),86,2014,2,7313
23005,Ligero 50   (modelo actual),86,2014,2,3969
23006,PMS 110   (modelo actual),86,2014,2,5298
23007,PMS 50   (modelo actual),86,2014,2,3955
23008,PMX 50   (modelo actual),86,2014,2,3946
23009,Rodoshow 49   (modelo actual),86,2014,2,6522
23010,T- R3   (modelo actual),86,2014,2,6691
23011,Tornado 50-10   (modelo actual),86,2014,2,9340
23012,T-Rex 110   (modelo actual),86,2014,2,3234
23013,T-Rex 125   (modelo actual),86,2014,2,9795
23014,T-Rex 50   (modelo actual),86,2014,2,2178
23015,Big Max 50   (modelo actual),86,2015,2,5386
23016,Big Max 90   (modelo actual),86,2015,2,8755
23017,Comet 49   (modelo actual),86,2015,2,5871
23018,G-Max 125   (modelo actual),86,2015,2,8969
23019,G-Max 50   (modelo actual),86,2015,2,4603
23020,Hot 50   (modelo actual),86,2015,2,5444
23021,Hot 50-12   (modelo actual),86,2015,2,10307
23022,Ligero 125   (modelo actual),86,2015,2,6698
23023,Ligero 50   (modelo actual),86,2015,2,4633
23024,PMS 110   (modelo actual),86,2015,2,10571
23025,PMS 50   (modelo actual),86,2015,2,8572
23026,PMX 50   (modelo actual),86,2015,2,4645
23027,Rodoshow 49   (modelo actual),86,2015,2,2790
23028,T- R3   (modelo actual),86,2015,2,8248
23029,Tornado 50-10   (modelo actual),86,2015,2,6968
23030,T-Rex 110   (modelo actual),86,2015,2,5451
23031,T-Rex 125   (modelo actual),86,2015,2,9211
23032,T-Rex 50   (modelo actual),86,2015,2,3721
23033,Big Max 50   (modelo actual),86,2016,2,8087
23034,Big Max 90   (modelo actual),86,2016,2,3089
23035,Comet 49   (modelo actual),86,2016,2,4780
23036,G-Max 125   (modelo actual),86,2016,2,7192
23037,G-Max 50   (modelo actual),86,2016,2,8307
23038,Hot 50   (modelo actual),86,2016,2,2609
23039,Hot 50-12   (modelo actual),86,2016,2,2452
23040,Ligero 125   (modelo actual),86,2016,2,4279
23041,Ligero 50   (modelo actual),86,2016,2,10238
23042,PMS 110   (modelo actual),86,2016,2,6798
23043,PMS 50   (modelo actual),86,2016,2,6366
23044,PMX 50   (modelo actual),86,2016,2,5908
23045,Rodoshow 49   (modelo actual),86,2016,2,5963
23046,T- R3   (modelo actual),86,2016,2,10856
23047,Tornado 50-10   (modelo actual),86,2016,2,3396
23048,T-Rex 110   (modelo actual),86,2016,2,8695
23049,T-Rex 125   (modelo actual),86,2016,2,7584
23050,T-Rex 50   (modelo actual),86,2016,2,10387
23051,Big Max 50   (modelo actual),86,2017,2,4323
23052,Big Max 90   (modelo actual),86,2017,2,6380
23053,Comet 49   (modelo actual),86,2017,2,3573
23054,G-Max 125   (modelo actual),86,2017,2,4052
23055,G-Max 50   (modelo actual),86,2017,2,10178
23056,Hot 50   (modelo actual),86,2017,2,10998
23057,Hot 50-12   (modelo actual),86,2017,2,5696
23058,Ligero 125   (modelo actual),86,2017,2,7293
23059,Ligero 50   (modelo actual),86,2017,2,2390
23060,PMS 110   (modelo actual),86,2017,2,6386
23061,PMS 50   (modelo actual),86,2017,2,4526
23062,PMX 50   (modelo actual),86,2017,2,7441
23063,Rodoshow 49   (modelo actual),86,2017,2,10829
23064,T- R3   (modelo actual),86,2017,2,2358
23065,Tornado 50-10   (modelo actual),86,2017,2,6991
23066,T-Rex 110   (modelo actual),86,2017,2,4717
23067,T-Rex 125   (modelo actual),86,2017,2,3514
23068,T-Rex 50   (modelo actual),86,2017,2,8862
23069,Big Max 50   (modelo actual),86,2018,2,8821
23070,Big Max 90   (modelo actual),86,2018,2,9093
23071,Comet 49   (modelo actual),86,2018,2,2890
23072,G-Max 125   (modelo actual),86,2018,2,6977
23073,G-Max 50   (modelo actual),86,2018,2,8068
23074,Hot 50   (modelo actual),86,2018,2,9516
23075,Hot 50-12   (modelo actual),86,2018,2,10146
23076,Ligero 125   (modelo actual),86,2018,2,6614
23077,Ligero 50   (modelo actual),86,2018,2,9535
23078,PMS 110   (modelo actual),86,2018,2,4156
23079,PMS 50   (modelo actual),86,2018,2,3598
23080,PMX 50   (modelo actual),86,2018,2,7420
23081,Rodoshow 49   (modelo actual),86,2018,2,8118
23082,T- R3   (modelo actual),86,2018,2,8810
23083,Tornado 50-10   (modelo actual),86,2018,2,7071
23084,T-Rex 110   (modelo actual),86,2018,2,3767
23085,T-Rex 125   (modelo actual),86,2018,2,10195
23086,T-Rex 50   (modelo actual),86,2018,2,8592
23087,Big Max 50   (modelo actual),86,2019,2,4230
23088,Big Max 90   (modelo actual),86,2019,2,2092
23089,Comet 49   (modelo actual),86,2019,2,5842
23090,G-Max 125   (modelo actual),86,2019,2,5486
23091,G-Max 50   (modelo actual),86,2019,2,8553
23092,Hot 50   (modelo actual),86,2019,2,1998
23093,Hot 50-12   (modelo actual),86,2019,2,6242
23094,Ligero 125   (modelo actual),86,2019,2,1678
23095,Ligero 50   (modelo actual),86,2019,2,10418
23096,PMS 110   (modelo actual),86,2019,2,2187
23097,PMS 50   (modelo actual),86,2019,2,9042
23098,PMX 50   (modelo actual),86,2019,2,9555
23099,Rodoshow 49   (modelo actual),86,2019,2,10104
23100,T- R3   (modelo actual),86,2019,2,9030
23101,Tornado 50-10   (modelo actual),86,2019,2,9642
23102,T-Rex 110   (modelo actual),86,2019,2,1860
23103,T-Rex 125   (modelo actual),86,2019,2,2381
23104,T-Rex 50   (modelo actual),86,2019,2,6534
23105,Big Max 50   (modelo actual),86,2020,2,4495
23106,Big Max 90   (modelo actual),86,2020,2,6451
23107,Comet 49   (modelo actual),86,2020,2,6844
23108,G-Max 125   (modelo actual),86,2020,2,5988
23109,G-Max 50   (modelo actual),86,2020,2,4178
23110,Hot 50   (modelo actual),86,2020,2,2887
23111,Hot 50-12   (modelo actual),86,2020,2,4105
23112,Ligero 125   (modelo actual),86,2020,2,6814
23113,Ligero 50   (modelo actual),86,2020,2,6555
23114,PMS 110   (modelo actual),86,2020,2,9340
23115,PMS 50   (modelo actual),86,2020,2,4274
23116,PMX 50   (modelo actual),86,2020,2,9102
23117,Rodoshow 49   (modelo actual),86,2020,2,7426
23118,T- R3   (modelo actual),86,2020,2,6668
23119,Tornado 50-10   (modelo actual),86,2020,2,5499
23120,T-Rex 110   (modelo actual),86,2020,2,5712
23121,T-Rex 125   (modelo actual),86,2020,2,8470
23122,T-Rex 50   (modelo actual),86,2020,2,2878
23123,Big Max 50   (modelo actual),86,2021,2,8280
23124,Big Max 90   (modelo actual),86,2021,2,5874
23125,Comet 49   (modelo actual),86,2021,2,6000
23126,G-Max 125   (modelo actual),86,2021,2,4861
23127,G-Max 50   (modelo actual),86,2021,2,3458
23128,Hot 50   (modelo actual),86,2021,2,9566
23129,Hot 50-12   (modelo actual),86,2021,2,2811
23130,Ligero 125   (modelo actual),86,2021,2,2560
23131,Ligero 50   (modelo actual),86,2021,2,6909
23132,PMS 110   (modelo actual),86,2021,2,4130
23133,PMS 50   (modelo actual),86,2021,2,9702
23134,PMX 50   (modelo actual),86,2021,2,2928
23135,Rodoshow 49   (modelo actual),86,2021,2,7111
23136,T- R3   (modelo actual),86,2021,2,4161
23137,Tornado 50-10   (modelo actual),86,2021,2,10060
23138,T-Rex 110   (modelo actual),86,2021,2,9858
23139,T-Rex 125   (modelo actual),86,2021,2,3792
23140,T-Rex 50   (modelo actual),86,2021,2,4016
23141,TYPHOON 50   (1987-1996),87,1987,2,4383
23142,TYPHOON 80   (1987-1996),87,1987,2,3177
23143,TYPHOON 50   (1987-1996),87,1988,2,9291
23144,TYPHOON 80   (1987-1996),87,1988,2,8764
23145,TYPHOON 50   (1987-1996),87,1989,2,7914
23146,TYPHOON 80   (1987-1996),87,1989,2,10792
23147,TYPHOON 50   (1987-1996),87,1990,2,4122
23148,TYPHOON 80   (1987-1996),87,1990,2,2757
23149,TYPHOON 50   (1987-1996),87,1991,2,5987
23150,TYPHOON 80   (1987-1996),87,1991,2,8266
23151,NRG MC2   (1992-1995),87,1992,2,4932
23152,NRG MC3   (1992-1995),87,1992,2,2045
23153,TYPHOON 50   (1987-1996),87,1992,2,6592
23154,TYPHOON 80   (1987-1996),87,1992,2,4871
23155,VESPINO 50   (1992-2000),87,1992,2,1827
23156,Zip 100   (1992-1996),87,1992,2,1595
23157,ZIP 50   (1992-1996),87,1992,2,9989
23158,Zip 75   (1992-1996),87,1992,2,3640
23159,Beverly 500   (1993-1994),87,1993,2,4730
23160,NRG MC2   (1992-1995),87,1993,2,1975
23161,NRG MC3   (1992-1995),87,1993,2,4033
23162,Sfera RST 125   (1993-1996),87,1993,2,8464
23163,TYPHOON 50   (1987-1996),87,1993,2,5412
23164,TYPHOON 80   (1987-1996),87,1993,2,2070
23165,VESPINO 50   (1992-2000),87,1993,2,6219
23166,Zip 100   (1992-1996),87,1993,2,1542
23167,ZIP 50   (1992-1996),87,1993,2,9889
23168,Zip 75   (1992-1996),87,1993,2,7768
23169,Beverly 500   (1993-1994),87,1994,2,3220
23170,NRG MC2   (1992-1995),87,1994,2,4191
23171,NRG MC3   (1992-1995),87,1994,2,8037
23172,Sfera 50   (1994-1996),87,1994,2,2858
23173,Sfera 75   (1994-1996),87,1994,2,1882
23174,Sfera RST 125   (1993-1996),87,1994,2,10464
23175,Skipper 125   (1994-1996),87,1994,2,5263
23176,SKIPPER 150   (1994-1996),87,1994,2,3389
23177,TYPHOON 50   (1987-1996),87,1994,2,10027
23178,TYPHOON 80   (1987-1996),87,1994,2,10285
23179,VESPINO 50   (1992-2000),87,1994,2,10576
23180,Zip 100   (1992-1996),87,1994,2,10102
23181,ZIP 50   (1992-1996),87,1994,2,10964
23182,Zip 75   (1992-1996),87,1994,2,1783
23183,HEXAGON 125   (1995-1996),87,1995,2,3540
23184,Hexagon 150   (1995-1996),87,1995,2,2567
23185,NRG MC2   (1992-1995),87,1995,2,8466
23186,NRG MC3   (1992-1995),87,1995,2,4100
23187,PX 125   (1995-1998),87,1995,2,3838
23188,Sfera 50   (1994-1996),87,1995,2,6196
23189,Sfera 75   (1994-1996),87,1995,2,7636
23190,Sfera RST 125   (1993-1996),87,1995,2,9783
23191,Skipper 125   (1994-1996),87,1995,2,3916
23192,SKIPPER 150   (1994-1996),87,1995,2,1687
23193,TYPHOON 50   (1987-1996),87,1995,2,7922
23194,TYPHOON 80   (1987-1996),87,1995,2,5018
23195,VESPINO 50   (1992-2000),87,1995,2,5642
23196,Zip 100   (1992-1996),87,1995,2,7166
23197,ZIP 50   (1992-1996),87,1995,2,9216
23198,Zip 75   (1992-1996),87,1995,2,4345
23199,HEXAGON 125   (1995-1996),87,1996,2,3936
